,emotion,image
5480,4.0,../input/affectnetsample/train_class/class004/image0026780.jpg
5481,1.0,../input/affectnetsample/train_class/class001/image0004332.jpg
5482,3.0,../input/affectnetsample/train_class/class003/image0029563.jpg
5483,1.0,../input/affectnetsample/train_class/class001/image0015406.jpg
5484,3.0,../input/affectnetsample/train_class/class003/image0017360.jpg
5485,7.0,../input/affectnetsample/train_class/class007/image0014350.jpg
5486,5.0,../input/affectnetsample/train_class/class005/image0036118.jpg
5487,5.0,../input/affectnetsample/train_class/class005/image0025555.jpg
5488,5.0,../input/affectnetsample/train_class/class005/image0036588.jpg
5489,3.0,../input/affectnetsample/train_class/class003/image0024141.jpg
5490,4.0,../input/affectnetsample/train_class/class004/image0031201.jpg
5491,3.0,../input/affectnetsample/train_class/class003/image0020196.jpg
5492,6.0,../input/affectnetsample/train_class/class006/image0040123.jpg
5493,3.0,../input/affectnetsample/train_class/class003/image0030294.jpg
5494,2.0,../input/affectnetsample/train_class/class002/image0005034.jpg
5495,1.0,../input/affectnetsample/train_class/class001/image0010308.jpg
5496,3.0,../input/affectnetsample/train_class/class003/image0016342.jpg
5497,8.0,../input/affectnetsample/train_class/class008/image0035486.jpg
5498,3.0,../input/affectnetsample/train_class/class003/image0028306.jpg
5499,8.0,../input/affectnetsample/train_class/class008/image0041760.jpg
5500,8.0,../input/affectnetsample/train_class/class008/image0035264.jpg
5501,5.0,../input/affectnetsample/train_class/class005/image0037676.jpg
5502,1.0,../input/affectnetsample/train_class/class001/image0015742.jpg
5503,7.0,../input/affectnetsample/train_class/class007/image0014496.jpg
5504,3.0,../input/affectnetsample/train_class/class003/image0025813.jpg
5505,7.0,../input/affectnetsample/train_class/class007/image0014893.jpg
5506,8.0,../input/affectnetsample/train_class/class008/image0013851.jpg
5507,7.0,../input/affectnetsample/train_class/class007/image0021565.jpg
5508,8.0,../input/affectnetsample/train_class/class008/image0034222.jpg
5509,6.0,../input/affectnetsample/train_class/class006/image0029491.jpg
5510,7.0,../input/affectnetsample/train_class/class007/image0018311.jpg
5511,2.0,../input/affectnetsample/train_class/class002/image0007862.jpg
5512,5.0,../input/affectnetsample/train_class/class005/image0025074.jpg
5513,6.0,../input/affectnetsample/train_class/class006/image0035097.jpg
5514,5.0,../input/affectnetsample/train_class/class005/image0034728.jpg
5515,5.0,../input/affectnetsample/train_class/class005/image0038898.jpg
5516,4.0,../input/affectnetsample/train_class/class004/image0026828.jpg
5517,6.0,../input/affectnetsample/train_class/class006/image0036519.jpg
5518,1.0,../input/affectnetsample/train_class/class001/image0011034.jpg
5519,1.0,../input/affectnetsample/train_class/class001/image0016760.jpg
5520,3.0,../input/affectnetsample/train_class/class003/image0024761.jpg
5521,5.0,../input/affectnetsample/train_class/class005/image0027164.jpg
5522,3.0,../input/affectnetsample/train_class/class003/image0027305.jpg
5523,7.0,../input/affectnetsample/train_class/class007/image0030681.jpg
5524,5.0,../input/affectnetsample/train_class/class005/image0039746.jpg
5525,7.0,../input/affectnetsample/train_class/class007/image0003112.jpg
5526,7.0,../input/affectnetsample/train_class/class007/image0029228.jpg
5527,7.0,../input/affectnetsample/train_class/class007/image0026940.jpg
5528,2.0,../input/affectnetsample/train_class/class002/image0002494.jpg
5529,8.0,../input/affectnetsample/train_class/class008/image0002570.jpg
5530,5.0,../input/affectnetsample/train_class/class005/image0027505.jpg
5531,3.0,../input/affectnetsample/train_class/class003/image0028231.jpg
5532,1.0,../input/affectnetsample/train_class/class001/image0006749.jpg
5533,8.0,../input/affectnetsample/train_class/class008/image0037414.jpg
5534,1.0,../input/affectnetsample/train_class/class001/image0003088.jpg
5535,2.0,../input/affectnetsample/train_class/class002/image0011810.jpg
5536,7.0,../input/affectnetsample/train_class/class007/image0015372.jpg
5537,4.0,../input/affectnetsample/train_class/class004/image0032163.jpg
5538,8.0,../input/affectnetsample/train_class/class008/image0030643.jpg
5539,8.0,../input/affectnetsample/train_class/class008/image0038248.jpg
5540,4.0,../input/affectnetsample/train_class/class004/image0029227.jpg
5541,8.0,../input/affectnetsample/train_class/class008/image0041413.jpg
5542,3.0,../input/affectnetsample/train_class/class003/image0012916.jpg
5543,4.0,../input/affectnetsample/train_class/class004/image0019450.jpg
5544,4.0,../input/affectnetsample/train_class/class004/image0032409.jpg
5545,6.0,../input/affectnetsample/train_class/class006/image0041291.jpg
5546,3.0,../input/affectnetsample/train_class/class003/image0030311.jpg
5547,1.0,../input/affectnetsample/train_class/class001/image0007933.jpg
5548,2.0,../input/affectnetsample/train_class/class002/image0009989.jpg
5549,2.0,../input/affectnetsample/train_class/class002/image0008855.jpg
5550,4.0,../input/affectnetsample/train_class/class004/image0031257.jpg
5551,7.0,../input/affectnetsample/train_class/class007/image0027447.jpg
5552,6.0,../input/affectnetsample/train_class/class006/image0041988.jpg
5553,8.0,../input/affectnetsample/train_class/class008/image0016738.jpg
5554,7.0,../input/affectnetsample/train_class/class007/image0015709.jpg
5555,7.0,../input/affectnetsample/train_class/class007/image0020495.jpg
5556,4.0,../input/affectnetsample/train_class/class004/image0011018.jpg
5557,8.0,../input/affectnetsample/train_class/class008/image0029324.jpg
5558,2.0,../input/affectnetsample/train_class/class002/image0004083.jpg
5559,1.0,../input/affectnetsample/train_class/class001/image0012958.jpg
5560,1.0,../input/affectnetsample/train_class/class001/image0006182.jpg
5561,5.0,../input/affectnetsample/train_class/class005/image0026929.jpg
5562,1.0,../input/affectnetsample/train_class/class001/image0013938.jpg
5563,8.0,../input/affectnetsample/train_class/class008/image0041130.jpg
5564,4.0,../input/affectnetsample/train_class/class004/image0029634.jpg
5565,5.0,../input/affectnetsample/train_class/class005/image0031969.jpg
5566,5.0,../input/affectnetsample/train_class/class005/image0026620.jpg
5567,2.0,../input/affectnetsample/train_class/class002/image0010366.jpg
5568,5.0,../input/affectnetsample/train_class/class005/image0033069.jpg
5569,6.0,../input/affectnetsample/train_class/class006/image0035474.jpg
5570,6.0,../input/affectnetsample/train_class/class006/image0040606.jpg
5571,3.0,../input/affectnetsample/train_class/class003/image0003123.jpg
5572,2.0,../input/affectnetsample/train_class/class002/image0006993.jpg
5573,6.0,../input/affectnetsample/train_class/class006/image0031857.jpg
5574,7.0,../input/affectnetsample/train_class/class007/image0030615.jpg
5575,1.0,../input/affectnetsample/train_class/class001/image0016478.jpg
5576,5.0,../input/affectnetsample/train_class/class005/image0037771.jpg
5577,6.0,../input/affectnetsample/train_class/class006/image0009403.jpg
5578,2.0,../input/affectnetsample/train_class/class002/image0008396.jpg
5579,2.0,../input/affectnetsample/train_class/class002/image0003763.jpg
5580,6.0,../input/affectnetsample/train_class/class006/image0030817.jpg
5581,5.0,../input/affectnetsample/train_class/class005/image0029596.jpg
5582,2.0,../input/affectnetsample/train_class/class002/image0005617.jpg
5583,5.0,../input/affectnetsample/train_class/class005/image0035667.jpg
5584,2.0,../input/affectnetsample/train_class/class002/image0004688.jpg
5585,6.0,../input/affectnetsample/train_class/class006/image0042261.jpg
5586,4.0,../input/affectnetsample/train_class/class004/image0032066.jpg
5587,4.0,../input/affectnetsample/train_class/class004/image0006721.jpg
5588,1.0,../input/affectnetsample/train_class/class001/image0012284.jpg
5589,5.0,../input/affectnetsample/train_class/class005/image0039841.jpg
5590,4.0,../input/affectnetsample/train_class/class004/image0008814.jpg
5591,1.0,../input/affectnetsample/train_class/class001/image0014602.jpg
5592,7.0,../input/affectnetsample/train_class/class007/image0020182.jpg
5593,5.0,../input/affectnetsample/train_class/class005/image0039424.jpg
5594,5.0,../input/affectnetsample/train_class/class005/image0036432.jpg
5595,4.0,../input/affectnetsample/train_class/class004/image0028377.jpg
5596,8.0,../input/affectnetsample/train_class/class008/image0035385.jpg
5597,6.0,../input/affectnetsample/train_class/class006/image0040996.jpg
5598,5.0,../input/affectnetsample/train_class/class005/image0038049.jpg
5599,2.0,../input/affectnetsample/train_class/class002/image0002988.jpg
5600,8.0,../input/affectnetsample/train_class/class008/image0039374.jpg
5601,2.0,../input/affectnetsample/train_class/class002/image0007886.jpg
5602,6.0,../input/affectnetsample/train_class/class006/image0040771.jpg
5603,8.0,../input/affectnetsample/train_class/class008/image0041669.jpg
5604,3.0,../input/affectnetsample/train_class/class003/image0020626.jpg
5605,2.0,../input/affectnetsample/train_class/class002/image0008742.jpg
5606,4.0,../input/affectnetsample/train_class/class004/image0030249.jpg
5607,1.0,../input/affectnetsample/train_class/class001/image0017091.jpg
5608,4.0,../input/affectnetsample/train_class/class004/image0022707.jpg
5609,3.0,../input/affectnetsample/train_class/class003/image0026123.jpg
5610,3.0,../input/affectnetsample/train_class/class003/image0028919.jpg
5611,4.0,../input/affectnetsample/train_class/class004/image0017867.jpg
5612,1.0,../input/affectnetsample/train_class/class001/image0014803.jpg
5613,4.0,../input/affectnetsample/train_class/class004/image0023432.jpg
5614,1.0,../input/affectnetsample/train_class/class001/image0004478.jpg
5615,7.0,../input/affectnetsample/train_class/class007/image0026340.jpg
5616,8.0,../input/affectnetsample/train_class/class008/image0010235.jpg
5617,1.0,../input/affectnetsample/train_class/class001/image0016429.jpg
5618,5.0,../input/affectnetsample/train_class/class005/image0035306.jpg
5619,2.0,../input/affectnetsample/train_class/class002/image0008260.jpg
5620,5.0,../input/affectnetsample/train_class/class005/image0034281.jpg
5621,4.0,../input/affectnetsample/train_class/class004/image0030199.jpg
5622,2.0,../input/affectnetsample/train_class/class002/image0010209.jpg
5623,4.0,../input/affectnetsample/train_class/class004/image0030857.jpg
5624,1.0,../input/affectnetsample/train_class/class001/image0007180.jpg
5625,4.0,../input/affectnetsample/train_class/class004/image0014208.jpg
5626,5.0,../input/affectnetsample/train_class/class005/image0040150.jpg
5627,3.0,../input/affectnetsample/train_class/class003/image0027632.jpg
5628,7.0,../input/affectnetsample/train_class/class007/image0028757.jpg
5629,4.0,../input/affectnetsample/train_class/class004/image0022325.jpg
5630,6.0,../input/affectnetsample/train_class/class006/image0037953.jpg
5631,6.0,../input/affectnetsample/train_class/class006/image0031869.jpg
5632,5.0,../input/affectnetsample/train_class/class005/image0025328.jpg
5633,2.0,../input/affectnetsample/train_class/class002/image0007909.jpg
5634,5.0,../input/affectnetsample/train_class/class005/image0033760.jpg
5635,2.0,../input/affectnetsample/train_class/class002/image0009097.jpg
5636,1.0,../input/affectnetsample/train_class/class001/image0011144.jpg
5637,3.0,../input/affectnetsample/train_class/class003/image0005478.jpg
5638,2.0,../input/affectnetsample/train_class/class002/image0000637.jpg
5639,6.0,../input/affectnetsample/train_class/class006/image0041064.jpg
5640,6.0,../input/affectnetsample/train_class/class006/image0035433.jpg
5641,5.0,../input/affectnetsample/train_class/class005/image0039008.jpg
5642,4.0,../input/affectnetsample/train_class/class004/image0032005.jpg
5643,7.0,../input/affectnetsample/train_class/class007/image0016815.jpg
5644,1.0,../input/affectnetsample/train_class/class001/image0002344.jpg
5645,2.0,../input/affectnetsample/train_class/class002/image0002131.jpg
5646,8.0,../input/affectnetsample/train_class/class008/image0041310.jpg
5647,2.0,../input/affectnetsample/train_class/class002/image0008094.jpg
5648,5.0,../input/affectnetsample/train_class/class005/image0033209.jpg
5649,4.0,../input/affectnetsample/train_class/class004/image0031264.jpg
5650,1.0,../input/affectnetsample/train_class/class001/image0002251.jpg
5651,6.0,../input/affectnetsample/train_class/class006/image0035006.jpg
5652,4.0,../input/affectnetsample/train_class/class004/image0011924.jpg
5653,3.0,../input/affectnetsample/train_class/class003/image0014246.jpg
5654,4.0,../input/affectnetsample/train_class/class004/image0030845.jpg
5655,4.0,../input/affectnetsample/train_class/class004/image0024733.jpg
5656,3.0,../input/affectnetsample/train_class/class003/image0014814.jpg
5657,4.0,../input/affectnetsample/train_class/class004/image0027048.jpg
5658,4.0,../input/affectnetsample/train_class/class004/image0032794.jpg
5659,4.0,../input/affectnetsample/train_class/class004/image0003326.jpg
5660,4.0,../input/affectnetsample/train_class/class004/image0033342.jpg
5661,5.0,../input/affectnetsample/train_class/class005/image0037539.jpg
5662,2.0,../input/affectnetsample/train_class/class002/image0009714.jpg
5663,7.0,../input/affectnetsample/train_class/class007/image0028174.jpg
5664,1.0,../input/affectnetsample/train_class/class001/image0008023.jpg
5665,8.0,../input/affectnetsample/train_class/class008/image0032131.jpg
5666,3.0,../input/affectnetsample/train_class/class003/image0027187.jpg
5667,6.0,../input/affectnetsample/train_class/class006/image0018191.jpg
5668,5.0,../input/affectnetsample/train_class/class005/image0019157.jpg
5669,2.0,../input/affectnetsample/train_class/class002/image0002891.jpg
5670,2.0,../input/affectnetsample/train_class/class002/image0005548.jpg
5671,8.0,../input/affectnetsample/train_class/class008/image0038548.jpg
5672,5.0,../input/affectnetsample/train_class/class005/image0038594.jpg
5673,2.0,../input/affectnetsample/train_class/class002/image0010271.jpg
5674,2.0,../input/affectnetsample/train_class/class002/image0008193.jpg
5675,2.0,../input/affectnetsample/train_class/class002/image0009153.jpg
5676,1.0,../input/affectnetsample/train_class/class001/image0010583.jpg
5677,5.0,../input/affectnetsample/train_class/class005/image0019599.jpg
5678,5.0,../input/affectnetsample/train_class/class005/image0040212.jpg
5679,5.0,../input/affectnetsample/train_class/class005/image0040612.jpg
5680,1.0,../input/affectnetsample/train_class/class001/image0013389.jpg
5681,5.0,../input/affectnetsample/train_class/class005/image0010872.jpg
5682,2.0,../input/affectnetsample/train_class/class002/image0009943.jpg
5683,6.0,../input/affectnetsample/train_class/class006/image0042109.jpg
5684,2.0,../input/affectnetsample/train_class/class002/image0008222.jpg
5685,1.0,../input/affectnetsample/train_class/class001/image0007034.jpg
5686,1.0,../input/affectnetsample/train_class/class001/image0011232.jpg
5687,4.0,../input/affectnetsample/train_class/class004/image0032110.jpg
5688,5.0,../input/affectnetsample/train_class/class005/image0040214.jpg
5689,3.0,../input/affectnetsample/train_class/class003/image0011199.jpg
5690,8.0,../input/affectnetsample/train_class/class008/image0039685.jpg
5691,5.0,../input/affectnetsample/train_class/class005/image0034956.jpg
5692,8.0,../input/affectnetsample/train_class/class008/image0034054.jpg
5693,7.0,../input/affectnetsample/train_class/class007/image0017662.jpg
5694,3.0,../input/affectnetsample/train_class/class003/image0026933.jpg
5695,1.0,../input/affectnetsample/train_class/class001/image0009042.jpg
5696,2.0,../input/affectnetsample/train_class/class002/image0011385.jpg
5697,7.0,../input/affectnetsample/train_class/class007/image0007958.jpg
5698,4.0,../input/affectnetsample/train_class/class004/image0033652.jpg
5699,4.0,../input/affectnetsample/train_class/class004/image0009650.jpg
5700,2.0,../input/affectnetsample/train_class/class002/image0000257.jpg
5701,2.0,../input/affectnetsample/train_class/class002/image0003117.jpg
5702,8.0,../input/affectnetsample/train_class/class008/image0034246.jpg
5703,6.0,../input/affectnetsample/train_class/class006/image0040233.jpg
5704,7.0,../input/affectnetsample/train_class/class007/image0005744.jpg
5705,5.0,../input/affectnetsample/train_class/class005/image0018577.jpg
5706,8.0,../input/affectnetsample/train_class/class008/image0041632.jpg
5707,2.0,../input/affectnetsample/train_class/class002/image0006003.jpg
5708,5.0,../input/affectnetsample/train_class/class005/image0027934.jpg
5709,4.0,../input/affectnetsample/train_class/class004/image0016916.jpg
5710,7.0,../input/affectnetsample/train_class/class007/image0018939.jpg
5711,7.0,../input/affectnetsample/train_class/class007/image0019393.jpg
5712,1.0,../input/affectnetsample/train_class/class001/image0015268.jpg
5713,4.0,../input/affectnetsample/train_class/class004/image0032518.jpg
5714,8.0,../input/affectnetsample/train_class/class008/image0041411.jpg
5715,5.0,../input/affectnetsample/train_class/class005/image0036737.jpg
5716,3.0,../input/affectnetsample/train_class/class003/image0029096.jpg
5717,4.0,../input/affectnetsample/train_class/class004/image0033475.jpg
5718,3.0,../input/affectnetsample/train_class/class003/image0029907.jpg
5719,1.0,../input/affectnetsample/train_class/class001/image0016663.jpg
5720,4.0,../input/affectnetsample/train_class/class004/image0013674.jpg
5721,1.0,../input/affectnetsample/train_class/class001/image0013801.jpg
5722,2.0,../input/affectnetsample/train_class/class002/image0001490.jpg
5723,3.0,../input/affectnetsample/train_class/class003/image0019075.jpg
5724,7.0,../input/affectnetsample/train_class/class007/image0025534.jpg
5725,5.0,../input/affectnetsample/train_class/class005/image0039973.jpg
5726,4.0,../input/affectnetsample/train_class/class004/image0032135.jpg
5727,6.0,../input/affectnetsample/train_class/class006/image0025951.jpg
5728,5.0,../input/affectnetsample/train_class/class005/image0024852.jpg
5729,7.0,../input/affectnetsample/train_class/class007/image0021004.jpg
5730,2.0,../input/affectnetsample/train_class/class002/image0012010.jpg
5731,6.0,../input/affectnetsample/train_class/class006/image0018698.jpg
5732,3.0,../input/affectnetsample/train_class/class003/image0026305.jpg
5733,7.0,../input/affectnetsample/train_class/class007/image0002830.jpg
5734,6.0,../input/affectnetsample/train_class/class006/image0010397.jpg
5735,1.0,../input/affectnetsample/train_class/class001/image0016266.jpg
5736,7.0,../input/affectnetsample/train_class/class007/image0017151.jpg
5737,2.0,../input/affectnetsample/train_class/class002/image0003157.jpg
5738,2.0,../input/affectnetsample/train_class/class002/image0008712.jpg
5739,6.0,../input/affectnetsample/train_class/class006/image0031228.jpg
5740,2.0,../input/affectnetsample/train_class/class002/image0011666.jpg
5741,4.0,../input/affectnetsample/train_class/class004/image0005320.jpg
5742,2.0,../input/affectnetsample/train_class/class002/image0005472.jpg
5743,2.0,../input/affectnetsample/train_class/class002/image0003126.jpg
5744,2.0,../input/affectnetsample/train_class/class002/image0011019.jpg
5745,8.0,../input/affectnetsample/train_class/class008/image0041725.jpg
5746,2.0,../input/affectnetsample/train_class/class002/image0012008.jpg
5747,1.0,../input/affectnetsample/train_class/class001/image0014303.jpg
5748,4.0,../input/affectnetsample/train_class/class004/image0033862.jpg
5749,7.0,../input/affectnetsample/train_class/class007/image0016378.jpg
5750,7.0,../input/affectnetsample/train_class/class007/image0027521.jpg
5751,1.0,../input/affectnetsample/train_class/class001/image0013630.jpg
5752,4.0,../input/affectnetsample/train_class/class004/image0012430.jpg
5753,4.0,../input/affectnetsample/train_class/class004/image0031468.jpg
5754,7.0,../input/affectnetsample/train_class/class007/image0022573.jpg
5755,2.0,../input/affectnetsample/train_class/class002/image0001026.jpg
5756,6.0,../input/affectnetsample/train_class/class006/image0035136.jpg
5757,1.0,../input/affectnetsample/train_class/class001/image0005333.jpg
5758,5.0,../input/affectnetsample/train_class/class005/image0026919.jpg
5759,5.0,../input/affectnetsample/train_class/class005/image0013449.jpg
5760,1.0,../input/affectnetsample/train_class/class001/image0001838.jpg
5761,2.0,../input/affectnetsample/train_class/class002/image0001013.jpg
5762,7.0,../input/affectnetsample/train_class/class007/image0030392.jpg
5763,7.0,../input/affectnetsample/train_class/class007/image0021831.jpg
5764,1.0,../input/affectnetsample/train_class/class001/image0009132.jpg
5765,4.0,../input/affectnetsample/train_class/class004/image0034635.jpg
5766,2.0,../input/affectnetsample/train_class/class002/image0006835.jpg
5767,6.0,../input/affectnetsample/train_class/class006/image0042417.jpg
5768,4.0,../input/affectnetsample/train_class/class004/image0016741.jpg
5769,4.0,../input/affectnetsample/train_class/class004/image0032457.jpg
5770,8.0,../input/affectnetsample/train_class/class008/image0038609.jpg
5771,2.0,../input/affectnetsample/train_class/class002/image0001318.jpg
5772,3.0,../input/affectnetsample/train_class/class003/image0020119.jpg
5773,1.0,../input/affectnetsample/train_class/class001/image0013653.jpg
5774,7.0,../input/affectnetsample/train_class/class007/image0002823.jpg
5775,7.0,../input/affectnetsample/train_class/class007/image0024721.jpg
5776,3.0,../input/affectnetsample/train_class/class003/image0024805.jpg
5777,6.0,../input/affectnetsample/train_class/class006/image0034985.jpg
5778,2.0,../input/affectnetsample/train_class/class002/image0008286.jpg
5779,6.0,../input/affectnetsample/train_class/class006/image0042440.jpg
5780,5.0,../input/affectnetsample/train_class/class005/image0038492.jpg
5781,4.0,../input/affectnetsample/train_class/class004/image0030103.jpg
5782,5.0,../input/affectnetsample/train_class/class005/image0028450.jpg
5783,4.0,../input/affectnetsample/train_class/class004/image0033990.jpg
5784,5.0,../input/affectnetsample/train_class/class005/image0017736.jpg
5785,1.0,../input/affectnetsample/train_class/class001/image0014010.jpg
5786,1.0,../input/affectnetsample/train_class/class001/image0016019.jpg
5787,5.0,../input/affectnetsample/train_class/class005/image0036678.jpg
5788,8.0,../input/affectnetsample/train_class/class008/image0031495.jpg
5789,4.0,../input/affectnetsample/train_class/class004/image0024702.jpg
5790,5.0,../input/affectnetsample/train_class/class005/image0039289.jpg
5791,1.0,../input/affectnetsample/train_class/class001/image0006013.jpg
5792,6.0,../input/affectnetsample/train_class/class006/image0037290.jpg
5793,4.0,../input/affectnetsample/train_class/class004/image0014098.jpg
5794,7.0,../input/affectnetsample/train_class/class007/image0002475.jpg
5795,8.0,../input/affectnetsample/train_class/class008/image0040931.jpg
5796,3.0,../input/affectnetsample/train_class/class003/image0030156.jpg
5797,7.0,../input/affectnetsample/train_class/class007/image0006587.jpg
5798,4.0,../input/affectnetsample/train_class/class004/image0031937.jpg
5799,2.0,../input/affectnetsample/train_class/class002/image0001052.jpg
5800,6.0,../input/affectnetsample/train_class/class006/image0038311.jpg
5801,4.0,../input/affectnetsample/train_class/class004/image0032798.jpg
5802,2.0,../input/affectnetsample/train_class/class002/image0004210.jpg
5803,1.0,../input/affectnetsample/train_class/class001/image0016699.jpg
5804,5.0,../input/affectnetsample/train_class/class005/image0038210.jpg
5805,3.0,../input/affectnetsample/train_class/class003/image0020978.jpg
5806,2.0,../input/affectnetsample/train_class/class002/image0003438.jpg
5807,7.0,../input/affectnetsample/train_class/class007/image0020666.jpg
5808,3.0,../input/affectnetsample/train_class/class003/image0018811.jpg
5809,1.0,../input/affectnetsample/train_class/class001/image0007656.jpg
5810,6.0,../input/affectnetsample/train_class/class006/image0036053.jpg
5811,7.0,../input/affectnetsample/train_class/class007/image0019569.jpg
5812,7.0,../input/affectnetsample/train_class/class007/image0007515.jpg
5813,7.0,../input/affectnetsample/train_class/class007/image0012582.jpg
5814,6.0,../input/affectnetsample/train_class/class006/image0042546.jpg
5815,4.0,../input/affectnetsample/train_class/class004/image0033734.jpg
5816,5.0,../input/affectnetsample/train_class/class005/image0029427.jpg
5817,4.0,../input/affectnetsample/train_class/class004/image0033383.jpg
5818,8.0,../input/affectnetsample/train_class/class008/image0040498.jpg
5819,1.0,../input/affectnetsample/train_class/class001/image0016939.jpg
5820,6.0,../input/affectnetsample/train_class/class006/image0041791.jpg
5821,1.0,../input/affectnetsample/train_class/class001/image0002906.jpg
5822,5.0,../input/affectnetsample/train_class/class005/image0040397.jpg
5823,7.0,../input/affectnetsample/train_class/class007/image0018710.jpg
5824,8.0,../input/affectnetsample/train_class/class008/image0038062.jpg
5825,6.0,../input/affectnetsample/train_class/class006/image0033975.jpg
5826,4.0,../input/affectnetsample/train_class/class004/image0027727.jpg
5827,1.0,../input/affectnetsample/train_class/class001/image0004791.jpg
5828,1.0,../input/affectnetsample/train_class/class001/image0004539.jpg
5829,2.0,../input/affectnetsample/train_class/class002/image0000067.jpg
5830,2.0,../input/affectnetsample/train_class/class002/image0002732.jpg
5831,2.0,../input/affectnetsample/train_class/class002/image0009800.jpg
5832,8.0,../input/affectnetsample/train_class/class008/image0018592.jpg
5833,1.0,../input/affectnetsample/train_class/class001/image0003492.jpg
5834,4.0,../input/affectnetsample/train_class/class004/image0031803.jpg
5835,3.0,../input/affectnetsample/train_class/class003/image0030452.jpg
5836,1.0,../input/affectnetsample/train_class/class001/image0013315.jpg
5837,4.0,../input/affectnetsample/train_class/class004/image0030771.jpg
5838,3.0,../input/affectnetsample/train_class/class003/image0016027.jpg
5839,3.0,../input/affectnetsample/train_class/class003/image0028630.jpg
5840,3.0,../input/affectnetsample/train_class/class003/image0012681.jpg
5841,4.0,../input/affectnetsample/train_class/class004/image0033985.jpg
5842,5.0,../input/affectnetsample/train_class/class005/image0028403.jpg
5843,7.0,../input/affectnetsample/train_class/class007/image0029018.jpg
5844,7.0,../input/affectnetsample/train_class/class007/image0025674.jpg
5845,2.0,../input/affectnetsample/train_class/class002/image0006132.jpg
5846,5.0,../input/affectnetsample/train_class/class005/image0012888.jpg
5847,5.0,../input/affectnetsample/train_class/class005/image0025029.jpg
5848,7.0,../input/affectnetsample/train_class/class007/image0014896.jpg
5849,1.0,../input/affectnetsample/train_class/class001/image0008735.jpg
5850,5.0,../input/affectnetsample/train_class/class005/image0038156.jpg
5851,1.0,../input/affectnetsample/train_class/class001/image0015829.jpg
5852,4.0,../input/affectnetsample/train_class/class004/image0013360.jpg
5853,1.0,../input/affectnetsample/train_class/class001/image0014201.jpg
5854,5.0,../input/affectnetsample/train_class/class005/image0034726.jpg
5855,4.0,../input/affectnetsample/train_class/class004/image0023909.jpg
5856,3.0,../input/affectnetsample/train_class/class003/image0020957.jpg
5857,7.0,../input/affectnetsample/train_class/class007/image0015293.jpg
5858,7.0,../input/affectnetsample/train_class/class007/image0018388.jpg
5859,5.0,../input/affectnetsample/train_class/class005/image0036259.jpg
5860,2.0,../input/affectnetsample/train_class/class002/image0004312.jpg
5861,7.0,../input/affectnetsample/train_class/class007/image0024198.jpg
5862,4.0,../input/affectnetsample/train_class/class004/image0029080.jpg
5863,7.0,../input/affectnetsample/train_class/class007/image0014727.jpg
5864,7.0,../input/affectnetsample/train_class/class007/image0010279.jpg
5865,5.0,../input/affectnetsample/train_class/class005/image0037174.jpg
5866,6.0,../input/affectnetsample/train_class/class006/image0041431.jpg
5867,3.0,../input/affectnetsample/train_class/class003/image0012537.jpg
5868,7.0,../input/affectnetsample/train_class/class007/image0029178.jpg
5869,2.0,../input/affectnetsample/train_class/class002/image0004273.jpg
5870,2.0,../input/affectnetsample/train_class/class002/image0011029.jpg
5871,1.0,../input/affectnetsample/train_class/class001/image0006621.jpg
5872,7.0,../input/affectnetsample/train_class/class007/image0019829.jpg
5873,7.0,../input/affectnetsample/train_class/class007/image0018848.jpg
5874,2.0,../input/affectnetsample/train_class/class002/image0011298.jpg
5875,2.0,../input/affectnetsample/train_class/class002/image0010452.jpg
5876,2.0,../input/affectnetsample/train_class/class002/image0009787.jpg
5877,7.0,../input/affectnetsample/train_class/class007/image0013356.jpg
5878,5.0,../input/affectnetsample/train_class/class005/image0038079.jpg
5879,1.0,../input/affectnetsample/train_class/class001/image0011638.jpg
5880,2.0,../input/affectnetsample/train_class/class002/image0011540.jpg
5881,7.0,../input/affectnetsample/train_class/class007/image0014639.jpg
5882,1.0,../input/affectnetsample/train_class/class001/image0012435.jpg
5883,4.0,../input/affectnetsample/train_class/class004/image0029010.jpg
5884,5.0,../input/affectnetsample/train_class/class005/image0040200.jpg
5885,4.0,../input/affectnetsample/train_class/class004/image0012128.jpg
5886,3.0,../input/affectnetsample/train_class/class003/image0026749.jpg
5887,8.0,../input/affectnetsample/train_class/class008/image0015900.jpg
5888,1.0,../input/affectnetsample/train_class/class001/image0009764.jpg
5889,4.0,../input/affectnetsample/train_class/class004/image0034303.jpg
5890,3.0,../input/affectnetsample/train_class/class003/image0012803.jpg
5891,3.0,../input/affectnetsample/train_class/class003/image0006088.jpg
5892,7.0,../input/affectnetsample/train_class/class007/image0025485.jpg
5893,6.0,../input/affectnetsample/train_class/class006/image0035193.jpg
5894,3.0,../input/affectnetsample/train_class/class003/image0019812.jpg
5895,1.0,../input/affectnetsample/train_class/class001/image0014329.jpg
5896,1.0,../input/affectnetsample/train_class/class001/image0005283.jpg
5897,1.0,../input/affectnetsample/train_class/class001/image0000765.jpg
5898,3.0,../input/affectnetsample/train_class/class003/image0019836.jpg
5899,4.0,../input/affectnetsample/train_class/class004/image0006911.jpg
5900,1.0,../input/affectnetsample/train_class/class001/image0002540.jpg
5901,6.0,../input/affectnetsample/train_class/class006/image0041178.jpg
5902,3.0,../input/affectnetsample/train_class/class003/image0024968.jpg
5903,6.0,../input/affectnetsample/train_class/class006/image0036051.jpg
